file,source,proposal,measure,chord,primarySource,primaryFunction,primaryFit,primaryMaterials,availableMaterials,cells,status
"imported-real-book/d-015-Desafinado.musicxml","reference","","32","Dm7","D dorian","color","neutral","m7 dórico / 6","m7 dórico / 6 | pilha pentatônica dórica","D-F-A-C | D-F-A-B | E-F-D","primary-material"
"imported-real-book/d-015-Desafinado.musicxml","reference","","32","G7","G mixolydian","predominant","neutral","dominante natural / notas-guia | ii menor sobre dominante","dominante natural / notas-guia | ii menor sobre dominante | dominante bebop / notas-guia | side slip pentatônico | 7 / tríades superiores naturais | eixo diminuto / ii menores","G-B-D-F | D-F-A-C | D-F-G-A-C | F-A-C-E","primary-material"
"imported-real-book/d-015-Desafinado.musicxml","reference","","33","Gm7","G dorian","predominant","neutral","m7 dórico / 6","m7 dórico / 6 | pilha pentatônica dórica","G-Bb-D-F | G-Bb-D-E | A-Bb-G","primary-material"
"imported-real-book/d-015-Desafinado.musicxml","reference","","33","C7","C mixolydian","dominant","aligned","dominante natural / notas-guia | ii menor sobre dominante","dominante natural / notas-guia | ii menor sobre dominante | dominante bebop / notas-guia | side slip pentatônico | eixo diminuto / ii menores | 7 / tríades superiores naturais","C-E-G-Bb | E->F | Bb->A | G-Bb-D-F | G-Bb-C-D-F | Bb-D-F-A","primary-material"
"imported-real-book/d-015-Desafinado.musicxml","reference","","34","F","F major","tonic","neutral","","maj7 lídio / tríade do II | maj / tríades superiores","F-A-C-E | G-B-D | B->C | C-E-G","available-nonprimary"
"imported-real-book/d-015-Desafinado.musicxml","reference","","34","Bb13","Bb mixolydian","predominant","aligned","dominante natural / notas-guia | ii menor sobre dominante","dominante natural / notas-guia | ii menor sobre dominante | dominante bebop / notas-guia | side slip pentatônico | 7 / tríades superiores naturais | eixo diminuto / ii menores","Bb-D-F-Ab | D->C | Ab->E | F-Ab-C-Eb | F-Ab-Bb-C-Eb | Ab-C-Eb-G","primary-material"
"imported-real-book/d-015-Desafinado.musicxml","reference","","35","C","C major","color","aligned","","maj7 lídio / tríade do II | maj / tríades superiores","C-E-G-B | D-F#-A | F#->G | G-B-D","available-nonprimary"
"imported-real-book/d-015-Desafinado.musicxml","reference","","35","Am7","A dorian","color","aligned","m7 dórico / 6","m7 dórico / 6 | pilha pentatônica dórica","A-C-E-G | A-C-E-F# | B-C-A","primary-material"
"imported-real-book/d-015-Desafinado.musicxml","reference","","36","Ab13","Ab lydian dominant","color","aligned","","dominante natural / notas-guia | ii menor sobre dominante | side slip pentatônico | dominante bebop / notas-guia | eixo diminuto / ii menores | 7 / tríades superiores naturais","Ab-C-Eb-Gb | C->D | Gb->F | Eb-Gb-Bb-Db | Eb-Gb-Ab-Bb-Db | Gb-Bb-Db-F | D-F-G-A-C | E-G-A-B-D | Gb-G-Ab | F#-A-C#-E | A-C-E-G | C-Eb-G-Bb | Eb-Gb-Bb | Gb-Bb-Db | Bb-Db-F","available-nonprimary"
"imported-real-book/d-015-Desafinado.musicxml","reference","","36","Dm7","D dorian","color","neutral","m7 dórico / 6","m7 dórico / 6 | pilha pentatônica dórica","D-F-A-C | D-F-A-B | E-F-D","primary-material"
"imported-real-book/d-015-Desafinado.musicxml","reference","","36","G7","G mixolydian","predominant","neutral","dominante natural / notas-guia | ii menor sobre dominante","dominante natural / notas-guia | ii menor sobre dominante | dominante bebop / notas-guia | SubV lídio dominante | eixo diminuto / ii menores | side slip pentatônico | 7 / tríades superiores naturais","G-B-D-F | B->F# | F->A# | D-F-A-C | D-F-G-A-C | F-A-C-E","primary-material"
"imported-real-book/d-015-Desafinado.musicxml","reference","","37","F#ø","F# locrian #2","color","neutral","iiø lócrio #2","iiø lócrio #2 | ø7 / estruturas superiores","F#-A-C-E | G#-A-F# | E->D# | A->G","primary-material"
"imported-real-book/d-015-Desafinado.musicxml","reference","","37","B7","B mixolydian","color","neutral","dominante natural / notas-guia | ii menor sobre dominante","dominante natural / notas-guia | ii menor sobre dominante | dominante bebop / notas-guia | 7 / tríades superiores naturais | side slip pentatônico | eixo diminuto / ii menores","B-D#-F#-A | D#->E | A->G | F#-A-C#-E | F#-A-B-C#-E | A-C#-E-G#","primary-material"
"imported-real-book/d-015-Desafinado.musicxml","reference","","38","Em","E dorian","color","aligned","m7 dórico / 6","m7 dórico / 6 | pilha pentatônica dórica","E-G-B-D | E-G-B-C# | F#-G-E","primary-material"
"imported-real-book/d-015-Desafinado.musicxml","reference","","39","B7alt","B altered","color","aligned","Células da escala alterada","Células da escala alterada | Arpejos diminutos H/W | side slip pentatônico | eixo diminuto / ii menores","C-D-D# | F-G-A | D#->E | A->G#","primary-material"
"imported-real-book/d-015-Desafinado.musicxml","reference","","40","E","E major","color","caution","","maj7 lídio / tríade do II | maj / tríades superiores","E-G#-B-D# | F#-A#-C# | A#->B | B-D#-F#","available-nonprimary"
"imported-real-book/d-015-Desafinado.musicxml","reference","","41","F#ø","F# locrian #2","color","neutral","iiø lócrio #2","iiø lócrio #2 | ø7 / estruturas superiores","F#-A-C-E | G#-A-F# | E->D# | A->G","primary-material"
"imported-real-book/d-015-Desafinado.musicxml","reference","","41","B7","B mixolydian","color","neutral","dominante natural / notas-guia | ii menor sobre dominante","dominante natural / notas-guia | ii menor sobre dominante | dominante bebop / notas-guia | 7 / tríades superiores naturais | side slip pentatônico | eixo diminuto / ii menores","B-D#-F#-A | D#->E | A->G | F#-A-C#-E | F#-A-B-C#-E | A-C#-E-G#","primary-material"
"imported-real-book/d-015-Desafinado.musicxml","reference","","42","Em","E dorian","color","aligned","m7 dórico / 6","m7 dórico / 6 | pilha pentatônica dórica","E-G-B-D | E-G-B-C# | F#-G-E","primary-material"
"imported-real-book/d-015-Desafinado.musicxml","reference","","43","B7alt","B altered","color","aligned","Células da escala alterada","Células da escala alterada | Arpejos diminutos H/W | side slip pentatônico | eixo diminuto / ii menores","C-D-D# | F-G-A | D#->E | A->G#","primary-material"
"imported-real-book/d-015-Desafinado.musicxml","reference","","44","E","E major","color","caution","","maj7 lídio / tríade do II | maj / tríades superiores","E-G#-B-D# | F#-A#-C# | A#->B | B-D#-F#","available-nonprimary"
"imported-real-book/d-015-Desafinado.musicxml","reference","","45","Db13","Db altered","color","neutral","","dominante bebop / notas-guia | dominante natural / notas-guia | ii menor sobre dominante | SubV lídio dominante | side slip pentatônico | eixo diminuto / ii menores | 7 / tríades superiores naturais","Db-F-Ab-B | B-C-Db | F->C | B->E | Ab-B-Eb-Gb | Ab-B-Db-Eb-Gb | B-Eb-Gb-Bb | Db-G-Cb | Db->C | F->E | Cb->C | G-Bb-C-D-F | A-C-D-E-G | B-D-F#-A | D-F-A-C | F-Ab-C-Eb | Ab-B-Eb | B-Eb-Gb | Eb-Gb-Bb","available-nonprimary"
"imported-real-book/d-015-Desafinado.musicxml","reference","","46","Cmaj7","C major","color","aligned","","maj7 lídio / tríade do II | maj / tríades superiores","C-E-G-B | D-F#-A | F#->G | G-B-D","available-nonprimary"
"imported-real-book/d-015-Desafinado.musicxml","reference","","46","F#13","F# mixolydian","color","caution","dominante natural / notas-guia | ii menor sobre dominante","dominante natural / notas-guia | ii menor sobre dominante | eixo diminuto / ii menores | dominante bebop / notas-guia | side slip pentatônico | 7 / tríades superiores naturais","F#-A#-C#-E | A#->B | E->D# | C#-E-G#-B | C#-E-F#-G#-B | E-G#-B-D#","primary-material"
"imported-real-book/d-015-Desafinado.musicxml","reference","","47","B7alt","B altered","dominant","neutral","Células da escala alterada","Células da escala alterada | Arpejos diminutos H/W | side slip pentatônico | eixo diminuto / ii menores","C-D-D# | F-G-A | D#->F","primary-material"
"imported-real-book/d-015-Desafinado.musicxml","reference","","48","F","F major","tonic","aligned","","maj7 lídio / tríade do II | maj / tríades superiores","F-A-C-E | G-B-D | B->C | C-E-G","available-nonprimary"
"imported-real-book/d-015-Desafinado.musicxml","reference","","48","Em7","E dorian","color","aligned","m7 dórico / 6","m7 dórico / 6 | pilha pentatônica dórica","E-G-B-D | E-G-B-C# | F#-G-E","primary-material"
"imported-real-book/d-015-Desafinado.musicxml","reference","","48","Am","A dorian","color","aligned","m7 dórico / 6","m7 dórico / 6 | pilha pentatônica dórica","A-C-E-G | A-C-E-F# | B-C-A","primary-material"
"imported-real-book/d-015-Desafinado.musicxml","reference","","49","D7","D mixolydian","modal","aligned","dominante natural / notas-guia | ii menor sobre dominante","dominante natural / notas-guia | ii menor sobre dominante | dominante bebop / notas-guia | side slip pentatônico | 7 / tríades superiores naturais | eixo diminuto / ii menores","D-F#-A-C | A-C-E-G | A-C-D-E-G | C-E-G-B","primary-material"
"imported-real-book/d-015-Desafinado.musicxml","reference","","49","Dm7","D dorian","color","neutral","m7 dórico / 6","m7 dórico / 6 | pilha pentatônica dórica","D-F-A-C | D-F-A-B | E-F-D","primary-material"
"imported-real-book/d-015-Desafinado.musicxml","reference","","49","G7","G mixolydian","predominant","neutral","dominante natural / notas-guia | ii menor sobre dominante","dominante natural / notas-guia | ii menor sobre dominante | dominante bebop / notas-guia | side slip pentatônico | 7 / tríades superiores naturais | eixo diminuto / ii menores","G-B-D-F | D-F-A-C | D-F-G-A-C | F-A-C-E","primary-material"
"imported-real-book/d-015-Desafinado.musicxml","reference","","50","Gm7","G dorian","predominant","neutral","m7 dórico / 6","m7 dórico / 6 | pilha pentatônica dórica","G-Bb-D-F | G-Bb-D-E | A-Bb-G","primary-material"
"imported-real-book/d-015-Desafinado.musicxml","reference","","50","C7","C mixolydian","dominant","aligned","dominante natural / notas-guia | ii menor sobre dominante","dominante natural / notas-guia | ii menor sobre dominante | dominante bebop / notas-guia | side slip pentatônico | eixo diminuto / ii menores | 7 / tríades superiores naturais","C-E-G-Bb | E->F | Bb->A | G-Bb-D-F | G-Bb-C-D-F | Bb-D-F-A","primary-material"
"imported-real-book/d-015-Desafinado.musicxml","reference","","51","F","F major","tonic","neutral","","maj7 lídio / tríade do II | maj / tríades superiores","F-A-C-E | G-B-D | B->C | C-E-G","available-nonprimary"
"imported-real-book/d-015-Desafinado.musicxml","reference","","51","Bb13","Bb mixolydian","predominant","aligned","dominante natural / notas-guia | ii menor sobre dominante","dominante natural / notas-guia | ii menor sobre dominante | dominante bebop / notas-guia | side slip pentatônico | 7 / tríades superiores naturais | eixo diminuto / ii menores","Bb-D-F-Ab | D->C | Ab->E | F-Ab-C-Eb | F-Ab-Bb-C-Eb | Ab-C-Eb-G","primary-material"
"imported-real-book/d-015-Desafinado.musicxml","reference","","52","C","C major","color","aligned","","maj7 lídio / tríade do II | maj / tríades superiores","C-E-G-B | D-F#-A | F#->G | G-B-D","available-nonprimary"
"imported-real-book/d-015-Desafinado.musicxml","reference","","52","E7alt","E altered","color","neutral","Células da escala alterada","Células da escala alterada | Arpejos diminutos H/W | side slip pentatônico | eixo diminuto / ii menores","F-G-G# | A#-C-D | G#->A | D->C","primary-material"
"imported-real-book/d-015-Desafinado.musicxml","reference","","53","Am7","A dorian","color","neutral","m7 dórico / 6","m7 dórico / 6 | pilha pentatônica dórica","A-C-E-G | A-C-E-F# | B-C-A","primary-material"
"imported-real-book/d-015-Desafinado.musicxml","reference","","53","Eb9","Eb lydian dominant","color","neutral","SubV lídio dominante","SubV lídio dominante | dominante bebop / notas-guia | dominante natural / notas-guia | ii menor sobre dominante | side slip pentatônico | eixo diminuto / ii menores | 7 / tríades superiores naturais","Eb-A-Db | Eb->D | G->F# | Db->D","primary-material"
"imported-real-book/d-015-Desafinado.musicxml","reference","","54","D7","D mixolydian","color","neutral","dominante natural / notas-guia | ii menor sobre dominante","dominante natural / notas-guia | ii menor sobre dominante | dominante bebop / notas-guia | eixo diminuto / ii menores | side slip pentatônico | 7 / tríades superiores naturais","D-F#-A-C | F#->G | C->B | A-C-E-G | A-C-D-E-G | C-E-G-B","primary-material"
"imported-real-book/d-015-Desafinado.musicxml","reference","","54","G7sus4","G mixolydian","predominant","neutral","dominante sus / pentatônica","dominante sus / pentatônica | side slip pentatônico | eixo diminuto / ii menores | sus quartal / pentatônico","G-C-D-F | A-C-D-G | C->B","primary-material"
"imported-real-book/d-015-Desafinado.musicxml","reference","","54","G7","G mixolydian","predominant","aligned","dominante natural / notas-guia | ii menor sobre dominante","dominante natural / notas-guia | ii menor sobre dominante | dominante bebop / notas-guia | eixo diminuto / ii menores | side slip pentatônico | 7 / tríades superiores naturais","G-B-D-F | B->C | F->E | D-F-A-C | D-F-G-A-C | F-A-C-E","primary-material"
"imported-real-book/d-015-Desafinado.musicxml","reference","","55","C","C major","color","neutral","","maj7 lídio / tríade do II | maj / tríades superiores","C-E-G-B | D-F#-A | F#->G | G-B-D","available-nonprimary"
"imported-real-book/d-015-Desafinado.musicxml","reference","","55","G7(#5)","G whole tone","predominant","caution","tons inteiros / aumentado","tons inteiros / aumentado | ciclo aumentado / tons inteiros","G-B-D# | G-A-B-D#","primary-material"
"imported-real-book/d-015-Desafinado.musicxml","generated-primary","Rearmonização — contorno da partitura","1","C6","C major","tonic","neutral","","maj7 lídio / tríade do II | maj / tríades superiores","C-E-G-B | D-F#-A | F#->G | G-B-D","available-nonprimary"
"imported-real-book/d-015-Desafinado.musicxml","generated-primary","Rearmonização — contorno da partitura","2","C#dim","C# half-whole diminished","color","aligned","Arpejos diminutos H/W","Arpejos diminutos H/W","C#-E-F-G# | E-G-G#-B | G-Bb-B-D | A#-C#-D-E#","primary-material"
"imported-real-book/d-015-Desafinado.musicxml","generated-primary","Rearmonização — contorno da partitura","3","Dm","D dorian","predominant","aligned","m7 dórico / 6","m7 dórico / 6 | pilha pentatônica dórica","D-F-A-C | D-F-A-B | E-F-D","primary-material"
"imported-real-book/d-015-Desafinado.musicxml","generated-primary","Rearmonização — contorno da partitura","4","G9","G mixolydian","modal","aligned","dominante natural / notas-guia | ii menor sobre dominante","dominante natural / notas-guia | ii menor sobre dominante | dominante bebop / notas-guia | side slip pentatônico | 7 / tríades superiores naturais | eixo diminuto / ii menores","G-B-D-F | D-F-A-C | D-F-G-A-C | F-A-C-E","primary-material"
"imported-real-book/d-015-Desafinado.musicxml","generated-primary","Rearmonização — contorno da partitura","5","Gm","G dorian","color","aligned","m7 dórico / 6","m7 dórico / 6 | pilha pentatônica dórica","G-Bb-D-F | G-Bb-D-E | A-Bb-G","primary-material"
"imported-real-book/d-015-Desafinado.musicxml","generated-primary","Rearmonização — contorno da partitura","6","Ebm","Eb dorian","color","caution","m7 dórico / 6","m7 dórico / 6 | pilha pentatônica dórica","Eb-Gb-Bb-Db | Eb-Gb-Bb-C | F-Gb-Eb","primary-material"
"imported-real-book/d-015-Desafinado.musicxml","generated-primary","Rearmonização — contorno da partitura","7","G9","G mixolydian","dominant","neutral","dominante natural / notas-guia | ii menor sobre dominante","dominante natural / notas-guia | ii menor sobre dominante | dominante bebop / notas-guia | side slip pentatônico | 7 / tríades superiores naturais | eixo diminuto / ii menores","G-B-D-F | B->C | F->E | D-F-A-C | D-F-G-A-C | F-A-C-E","primary-material"
"imported-real-book/d-015-Desafinado.musicxml","generated-primary","Rearmonização — contorno da partitura","8","C7(b9)","C phrygian dominant","tonic","neutral","","Arpejos diminutos H/W | eixo diminuto / ii menores | side slip pentatônico | Células da escala alterada","C-Eb-E-G | Eb-Gb-G-Bb | Gb-Bbb-Bb-Db | A-C-Db-E | G-Bb-D-F | Bb-Db-F-Ab | Db-E-Ab-B | E-G-B-D | G-Bb-C-D-F | F#-A-B-C#-E | Ab-B-Db-Eb-Gb | Db-D#-E | F#-Ab-Bb","available-nonprimary"
"imported-real-book/d-017-Detour ahead.musicxml","reference","","1","Bb","Bb major pentatonic","tonic","aligned","","maj7 lídio / tríade do II | maj / tríades superiores","Bb-D-F-A | C-E-G | E->F | F-A-C","available-nonprimary"
"imported-real-book/d-017-Detour ahead.musicxml","reference","","2","Cm7","C dorian","predominant","aligned","m7 dórico / 6","m7 dórico / 6 | pilha pentatônica dórica","C-Eb-G-Bb | C-Eb-G-A | D-Eb-C","primary-material"
"imported-real-book/d-017-Detour ahead.musicxml","reference","","2","F7(b9)","F phrygian dominant","dominant","aligned","","eixo diminuto / ii menores | side slip pentatônico | Arpejos diminutos H/W | Células da escala alterada","C-Eb-G-Bb | Eb-Gb-Bb-Db | F#-A-C#-E | A-C-E-G | C-Eb-F-G-Bb | B-D-E-F#-A | Db-E-Gb-Ab-B | F-Ab-A-C | Ab-Cb-C-Eb | Cb-Ebb-Eb-Gb | D-F-Gb-A | Gb-G#-A | B-Db-Eb | A->Bb | Eb->D","available-nonprimary"
"imported-real-book/d-017-Detour ahead.musicxml","reference","","3","Bb7","Bb mixolydian","tonic","caution","dominante natural / notas-guia | ii menor sobre dominante","dominante natural / notas-guia | ii menor sobre dominante | dominante bebop / notas-guia | eixo diminuto / ii menores | side slip pentatônico | 7 / tríades superiores naturais","Bb-D-F-Ab | D->C | Ab->Eb | F-Ab-C-Eb | F-Ab-Bb-C-Eb | Ab-C-Eb-G","primary-material"
